226,000
457,000
569,000
447,000
261,000
329,000
295,000
295,000
311,000
346,000
332,000
387,000
429,000
305,000
468,000
318,000
440,000
440,000
279,000
356,000
241,000
241,000
241,000
252,000
326,000
252,000
220,000
220,000
220,000
761,000
623,000
522,000
224,000
224,000
224,000
411,000
496,000
268,000
305,000
305,000
234,000
234,000
234,000
302,000
302,000
302,000
302,000
302,000
274,000
440,000
440,000
411,000
411,000
468,000
553,000
468,000
369,000
369,000
374,000
471,000
457,000
401,000
346,000
401,000
329,000
220,000
482,000
411,000
440,000
241,000
